id,totalIncome,netincome,binaryIncome,royaltyIncome,tds,adminCharges,generatedDate,createdAt
"15","0","0","0","0","0","0","Tue Apr 07 2026 11:15:00 GMT+0530 (India Standard Time)","Tue Apr 07 2026 11:15:00 GMT+0530 (India Standard Time)"
