id,totalIncome,netincome,binaryIncome,royaltyIncome,tds,adminCharges,generatedDate,createdAt
"14","0","0","0","0","0","0","Tue Apr 07 2026 11:14:00 GMT+0530 (India Standard Time)","Tue Apr 07 2026 11:14:00 GMT+0530 (India Standard Time)"
